번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
522,공중화장실,옥수종합사회복지관,서울특별시 성동구 한림말길 16-5; 옥수사회복지관 (옥수동),서울특별시 성동구 옥수동 204-8 옥수사회복지관,N,4,12,0,0,1,1,16,0,1,성동복지정책과,,09~18시,,37.5404723,127.0127550,지방자치단체,공공용시설,수세식,Y,,N,N,없음,,2020-09-16
523,개방화장실,효진주유소,서울특별시 성동구 동일로 129; 효진주유소 (성수동2가),서울특별시 성동구 성수동2가 19-1 효진주유소,N,1,1,0,0,0,0,1,0,0,청소행정과 민간개방,,24시간,,37.5441126,127.0646586,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2020-09-16
524,개방화장실,무학빌딩(레노스블랑쉬),서울특별시 성동구 고산자로 202; 무학예식장 (행당동),서울특별시 성동구 행당동 319-36 무학예식장,N,2,7,0,0,0,0,3,0,0,청소행정과 민간개방,,05~20시,,37.5582510,127.0344189,민간,기타,수세식,N,없음,N,N,없음,,2020-09-16
525,공중화장실,금호2;3가동주민센터,서울특별시 성동구 무수막18길 1; 금호2-3가동 주민센터 (금호동2가),서울특별시 성동구 금호동2가 1212 금호2-3가동 주민센터,N,6,12,0,0,0,0,12,0,0,주민센터,,09~18시,,37.5532922,127.0209487,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-09-22
526,공중화장실,서울효사랑요양병원,서울특별시 성동구 동일로 93; 서울효사랑병원 (성수동2가),서울특별시 성동구 성수동2가 275-2 서울효사랑병원,N,6,4,1,1,0,0,2,1,0,서울효사랑요양병원 관리사무소,,07~21시,,37.5411448,127.0631075,민간,기타,수세식,N,없음,Y,Y,,,2020-09-22
527,공중화장실,성동종합사회복지관,서울특별시 성동구 청계천로 506; 성동종합사회복지관 (마장동),서울특별시 성동구 마장동 527-2 성동종합사회복지관,N,10,17,1,1,1,0,17,1,1,성동복지정책과,,09~18시,,37.5702263,127.0334753,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-09-16
528,개방화장실,텐즈힐상가(203동),서울특별시 성동구 마장로 137 (상왕십리동; 텐즈힐),서울특별시 성동구 상왕십리동 811 텐즈힐,N,2,3,0,0,0,0,7,0,0,청소행정과 민간개방,,07~23시,,37.5692575,127.0248134,민간,상업시설,수세식,N,없음,Y,N,없음,,2020-09-16
529,개방화장실,행당한신아파트상가,서울특별시 성동구 고산자로 164 (행당동; 행당한신아파트),서울특별시 성동구 행당동 349 행당한신아파트,N,2,2,0,0,0,0,2,0,0,청소행정과 민간개방,,07~23시,,37.5549104,127.0366365,민간,상업시설,수세식,N,없음,N,N,없음,,2020-09-16
530,개방화장실,아이콘주유소,서울특별시 성동구 고산자로 273; 도선현대주유소 (도선동),서울특별시 성동구 도선동 2-4 도선현대주유소,N,1,2,0,0,0,0,1,0,0,청소행정과 민간개방,,24시간,,37.5641044,127.0358749,민간,주유소·충전소,수세식,N,없음,Y,N,없음,,2020-09-17
531,공중화장실,마장동주민센터,서울특별시 성동구 마장로42길 11; 마장동주민센터 (마장동),서울특별시 성동구 마장동 780-2 마장동주민센터,N,2,2,1,1,0,0,2,1,0,주민센터,,09~18시,,37.5663250,127.0453880,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-09-22
532,공중화장실,성수2가제1동주민센터,서울특별시 성동구 뚝섬로 385-19; 성수2가제1동주민센터 (성수동2가),서울특별시 성동구 성수동2가 333-134 성수2가제1동주민센터,N,4,4,0,0,0,0,6,0,0,주민센터,,09~18시,,37.5395907,127.0540659,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-09-22
533,공중화장실,성수1가제1동주민센터,서울특별시 성동구 뚝섬로3길 18; 성수1가제1동주민센터 (성수동1가),서울특별시 성동구 성수동1가 27-23 성수1가제1동주민센터,N,4,4,1,1,0,0,6,1,0,주민센터,,09~18시,,37.5421080,127.0496500,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-09-22
534,공중화장실,성수종합사회복지관,서울특별시 성동구 뚝섬로1길 43; 성수문화복지회관 (성수동1가),서울특별시 성동구 성수동1가 656-323 성수문화복지회관,N,4,6,1,1,0,0,8,1,0,성동복지정책과,,09~18시,,37.5454411,127.0469550,지방자치단체,공공용시설,수세식,Y,,Y,Y,,,2020-09-16
535,개방화장실,옥수동성당,서울특별시 성동구 독서당로 207; 옥수동성당 (옥수동),서울특별시 성동구 옥수동 566 옥수동성당,N,3,3,0,0,0,0,6,0,0,청소행정과 민간개방,,24시간,,37.5438332,127.0139224,민간,기타,수세식,N,없음,N,N,없음,,2020-09-21
536,공중화장실,금호4가동주민센터,서울특별시 성동구 독서당로46길 26; 금호4가동주민센터 (금호동4가),서울특별시 성동구 금호동4가 803 금호4가동주민센터,N,3,6,0,0,1,0,5,0,0,주민센터,,09~18시,,37.5471987,127.0224100,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,N,없음,,2020-09-22
537,개방화장실,연세슬기병원,서울특별시 성동구 무학로2길 8; 연세슬기병원 (도선동),서울특별시 성동구 도선동 365-1 연세슬기병원,N,2,2,1,1,0,0,2,1,0,연세슬기병원 관리사무소,,07~21시,,37.5642758,127.0306881,민간,기타,수세식,N,없음,Y,N,없음,,2020-09-22
538,개방화장실,성수주유소,서울특별시 성동구 뚝섬로 352 (성수동1가),서울특별시 성동구 성수동1가 33-96,N,1,1,0,0,0,0,1,0,0,청소행정과 민간개방,,24시간,,37.5400041,127.0499116,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2020-09-22
539,개방화장실,텐즈힐상가(214동),서울특별시 성동구 마장로 137; 214동 (상왕십리동; 텐즈힐),서울특별시 성동구 상왕십리동 811 텐즈힐,N,2,3,0,0,0,0,3,0,0,청소행정과 민간개방,,07~23시,,37.5692575,127.0248134,민간,상업시설,수세식,N,없음,N,N,없음,,2020-09-22
540,공중화장실,왕십리도선동주민센터,서울특별시 성동구 마장로 141 (상왕십리동),서울특별시 성동구 상왕십리동 813,N,8,11,1,1,1,1,21,1,1,주민센터,,09~18시,,37.5678257,127.0255501,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2020-09-22
541,공중화장실,왕십리제2동주민센터,서울특별시 성동구 무학봉길 69; 왕십리제2동주민센터 (하왕십리동),서울특별시 성동구 하왕십리동 974-12 왕십리제2동주민센터,N,3,3,0,0,0,0,2,0,0,주민센터,,09~18시,,37.5611080,127.0304880,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-09-22
542,공중화장실,사근동공공복합청사,서울특별시 성동구 사근동길 37; 사근동 공공복합청사 (사근동),서울특별시 성동구 사근동 223-22 사근동 공공복합청사,N,4,10,1,1,1,1,11,1,1,청사관리소,,09~18,,37.5614846,127.0453315,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-09-22
543,개방화장실,서울프라임병원,서울특별시 성동구 동일로 133 (성수동2가),서울특별시 성동구 성수동2가 279-44,N,12,8,1,1,0,0,11,1,0,서울프라임병원 관리사무소,,07~21시,,37.5444078,127.0649225,민간,기타,수세식,N,없음,N,N,없음,,2020-09-22
544,공중화장실,용답동주민센터,서울특별시 성동구 용답중앙23길 20; 용답동주민센터 (용답동),서울특별시 성동구 용답동 5-6 용답동주민센터,N,6,7,0,0,0,0,6,0,0,주민센터,,09~18시,,37.5640618,127.0555515,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2020-09-22
545,개방화장실,금관빌딩,서울특별시 성동구 천호대로 328; 금관빌딩 (용답동),서울특별시 성동구 용답동 5-3 금관빌딩,N,1,1,0,0,0,0,1,0,0,청소행정과 민간개방,,06~20시,,37.5640055,127.0559228,민간,기타,수세식,N,없음,N,N,없음,,2020-09-22
546,개방화장실,신창비바패밀리,서울특별시 성동구 천호대로 400 (용답동; 신창비바패밀리),서울특별시 성동구 용답동 232-1 신창비바패밀리,N,3,4,0,0,0,0,3,0,0,청소행정과 민간개방,,24시간,,37.5612961,127.0633279,민간,기타,수세식,N,없음,N,N,없음,,2020-09-22
547,개방화장실,굿모닝요양병원,서울특별시 성동구 천호대로 436 (용답동),서울특별시 성동구 용답동 235-3,N,20,4,1,0,0,0,22,1,0,관리사무소,,07~21시,,37.5606946,127.0672271,민간,기타,수세식,N,없음,Y,Y,,,2020-09-22
548,공중화장실,성수만세주유소,서울특별시 성동구 왕십리로 109; 성수만세주유소 (성수동1가),서울특별시 성동구 성수동1가 656-1208 성수만세주유소,N,1,1,0,0,0,0,1,0,0,성수만세주유소,,07~23시,,37.5474965,127.0443350,민간,주유소·충전소,수세식,N,없음,Y,Y,,,2020-09-22
549,공중화장실,삼우주유소,서울특별시 성동구 천호대로 392; 삼우주유소 (용답동),서울특별시 성동구 용답동 229-5 삼우주유소,N,1,1,0,0,0,0,1,0,0,삼우주유소,,05~23,,37.5613616,127.0623189,민간,주유소·충전소,수세식,N,없음,Y,Y,,,2020-09-22
550,공중화장실,서울시립성동청소년수련관,서울특별시 성동구 고산자로 260; 청소년수련관 (행당동),서울특별시 성동구 행당동 7 청소년수련관,N,10,15,1,1,0,0,13,1,0,성동도시관리공단,,06~22시,,37.5623694,127.0364831,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-09-16
551,공중화장실,성수2가3동주민센터,서울특별시 성동구 광나루로2길 35; 성수2가제3동주민센터 (성수동2가),서울특별시 성동구 성수동2가 299-240 성수2가제3동주민센터,N,5,4,1,1,0,0,9,1,0,주민센터,,09~18시,,37.5482223,127.0552645,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-09-17
552,개방화장실,세원주유소,서울특별시 성동구 광나루로 184 (성수동1가),서울특별시 성동구 성수동1가 13-11,N,1,2,0,0,0,0,1,0,0,청소행정과 민간개방,,05~23시,,37.5508579,127.0504448,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2020-09-17
553,개방화장실,한남하이츠아파트,서울특별시 성동구 독서당로 160; 한남하이츠아파트 (옥수동),서울특별시 성동구 옥수동 220-1 한남하이츠아파트,N,2,2,0,0,0,0,2,0,0,청소행정과 민간개방,,07~21시,,37.5402324,127.0117572,민간,기타,수세식,N,없음,N,N,없음,,2020-09-21
554,공중화장실,옥수동주민센터,서울특별시 성동구 독서당로40길 39; 옥수 어울림 (옥수동),서울특별시 성동구 옥수동 560 옥수 어울림,N,2,1,0,0,0,0,2,0,0,주민센터,,09~18시,,37.5417100,127.0180084,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-09-21
555,개방화장실,뚝도시장 1번,서울특별시 성동구 성수이로 32-15 (성수동2가),서울특별시 성동구 성수동2가 335-16,N,1,3,0,0,0,0,2,0,0,청소행정과 민간개방,,24시간,,37.5378064,127.0548447,민간,상업시설,수세식,N,없음,N,N,없음,,2020-09-22
556,개방화장실,순복음교회 성동성전,서울특별시 성동구 천호대로 316; 순복음교회 성동성전 (용답동),서울특별시 성동구 용답동 1-4 순복음교회 성동성전,N,1,3,0,0,0,0,1,0,0,청소행정과 민간개방,,04~22시,,37.5647089,127.0548361,민간,기타,수세식,N,없음,N,N,없음,,2020-09-22
557,공중화장실,서울숲역,서울특별시 성동구 왕십리로 지하 77; 서울숲역 (성수동1가),서울특별시 성동구 성수동1가 656-436 서울숲역,N,7,12,1,0,1,0,18,1,2,서울교통공사,,05~24시,,-1,-1,공공기관,교통시설,수세식,Y,,N,Y,,,2020-09-25
558,공중화장실,행당제1동주민센터,서울특별시 성동구 고산자로10길 18; 행당제1동주민센터 (행당동),서울특별시 성동구 행당동 139 행당제1동주민센터,N,1,1,0,0,1,1,2,0,1,주민센터,,09~18,,37.5585670,127.0361880,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-09-17
559,개방화장실,정호주유소,서울특별시 성동구 고산자로 303 (마장동),서울특별시 성동구 마장동 573-1,N,1,1,0,0,0,0,1,0,0,청소행정과 민간개방,,24시간,,37.5668232,127.0364971,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2020-09-17
560,공중화장실,학교법인대진교육재단제인병원,서울특별시 성동구 광나루로 243; 학교법인대진교육재단 제인병원 (송정동),서울특별시 성동구 송정동 81-14 학교법인대진교육재단 제인병원,N,3,2,1,1,0,0,3,1,0,성동보건의료과,,09~18시,,37.5494673,127.0569539,민간,기타,수세식,Y,,N,N,없음,,2020-09-17
561,개방화장실,동일주유소,서울특별시 성동구 광나루로 254; 동일주유소 (성수동2가),서울특별시 성동구 성수동2가 289-2 동일주유소,N,2,2,0,0,0,0,1,0,0,청소행정과 민간개방,,05~23시,,37.5485797,127.0579578,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2020-09-17
562,개방화장실,왕십리천주교회,서울특별시 성동구 무학로10길 21; 왕십리천주교회 (홍익동),서울특별시 성동구 홍익동 236 왕십리천주교회,N,2,2,0,0,0,0,2,0,0,청소행정과 민간개방,,24시간,,37.5662529,127.0334792,민간,기타,수세식,N,없음,N,N,없음,,2020-09-22
563,공중화장실,성동구보건소(보건소선별진료소),서울특별시 성동구 마장로23길 10; 성동구보건소 (홍익동),서울특별시 성동구 홍익동 16-15 성동구보건소,N,5,9,1,1,0,0,9,1,0,청소과 공중화장실,,09~18시,,37.5670735,127.0332301,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2020-09-22
564,공중화장실,연세슬기병원,서울특별시 성동구 무학로2길 8; 연세슬기병원 (도선동),서울특별시 성동구 도선동 365-1 연세슬기병원,N,2,2,1,1,0,0,2,1,0,연세슬기병원 관리사무소,,07~21시,,37.5642758,127.0306881,민간,기타,수세식,N,없음,Y,N,없음,,2020-09-22
565,공중화장실,4차 산업혁명체험센터,서울특별시 성동구 살곶이길 327; 4차 산업혁명 체험센터 (행당동),서울특별시 성동구 행당동 378 4차 산업혁명 체험센터,N,2,8,1,1,0,0,8,1,0,성동구 교육지원과,,09~20시,,37.5546745,127.0404902,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-09-22
566,개방화장실,뚝도시장 2번,서울특별시 성동구 성수이로 32-15 (성수동2가),서울특별시 성동구 성수동2가 335-16,N,1,4,0,0,0,0,5,0,0,청소행정과 민간개방,,24시간,,37.5378064,127.0548447,민간,상업시설,수세식,N,없음,N,N,없음,,2020-09-22
567,공중화장실,송정동자치회관,서울특별시 성동구 송정14길 19 (송정동),서울특별시 성동구 송정동 73-1010,N,1,2,0,0,0,0,4,0,0,주민센터,,09~18시,,37.5510133,127.0685617,지방자치단체,공공용시설,수세식,N,없음,Y,Y,여자화장실,,2020-09-22
568,개방화장실,영동테크노타워,서울특별시 성동구 아차산로 103; 영동테크노타워 (성수동2가),서울특별시 성동구 성수동2가 300-4 영동테크노타워,N,2,3,0,0,0,0,3,0,0,청소행정과 민간개방,,0~24시,,37.5450426,127.0558154,민간,기타,수세식,N,없음,N,N,없음,,2020-09-22
569,공중화장실,한양대학교병원,서울특별시 성동구 왕십리로 222-1; 한양대학교병원 (사근동),서울특별시 성동구 사근동 110 한양대학교병원,N,27,21,1,1,0,0,27,1,0,관리사무소,,07~21시,,37.5596569,127.0441339,민간,기타,수세식,Y,,Y,N,없음,,2020-09-22
570,공중화장실,서울동인병원,서울특별시 성동구 왕십리로 382; 동인병원 (하왕십리동),서울특별시 성동구 하왕십리동 1070-3 동인병원,N,1,2,0,0,0,0,2,0,0,관리사무소,,07~21시,,37.5651103,127.0280199,민간,기타,수세식,Y,,Y,N,없음,,2020-09-22
571,개방화장실,동창주유소,서울특별시 성동구 천호대로 324; 동창주유소 (용답동),서울특별시 성동구 용답동 5-4 동창주유소,N,1,2,0,0,0,0,1,0,0,동창주유소,,24시간,,37.5642376,127.0555966,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2020-09-22
572,공중화장실,명성주유소,서울특별시 성동구 천호대로 384 (용답동),서울특별시 성동구 용답동 229-2,N,1,1,0,0,0,0,1,0,0,명성주유소,,05~23시,,37.5615530,127.0614775,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2020-09-22
573,개방화장실,군자동주유소,서울특별시 성동구 천호대로 446; 군자동주유소 (용답동),서울특별시 성동구 용답동 236-1 군자동주유소,N,1,2,0,0,0,0,1,0,0,청소행정과 민간개방,,24시간,,37.5605342,127.0683020,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2020-09-22
574,개방화장실,행당대림리빙프라자,서울특별시 성동구 행당로 87; 행당동 대림아파트 (행당동),서울특별시 성동구 행당동 347 행당동 대림아파트,N,1,3,0,0,0,0,3,0,0,청소행정과 민간개방,,09~22시,,37.5573015,127.0285419,민간,상업시설,수세식,N,없음,N,N,없음,,2020-09-22
575,공중화장실,응봉주민센터,서울특별시 성동구 독서당로 424; 응봉동주민센터 (응봉동),서울특별시 성동구 응봉동 101 응봉동주민센터,N,5,5,0,0,0,0,4,0,0,주민센터,,09~18시,,37.5531636,127.0334357,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2020-09-21
